boosting_type,class_weight,colsample_bytree,learning_rate,min_child_samples,num_leaves,reg_alpha,reg_lambda,subsample_for_bin,subsample,metric,verbose,loss,iteration,boosting_int
gbdt,,0.7581508250838945,0.014562462474991059,165,42,0.32830610580970343,0.8519579814381766,60000,0.9741699422122927,auc,1,0.2391836741502137,75,1
gbdt,,0.6084873416615508,0.015968424681569705,155,30,0.4495217998884294,0.7260111939809367,160000,0.796252698481063,auc,1,0.2391882549067079,203,1
gbdt,balanced,0.7713590848412134,0.018920012569491187,345,36,0.31716782836242785,0.7353048102494036,20000,0.9642945270102955,auc,1,0.2391911614723953,285,1
dart,,0.7543660493447701,0.044855963662621526,320,101,0.07249528887062184,0.9663786834228618,20000,0.8057130272823483,auc,1,0.2392222010035949,393,3
gbdt,balanced,0.657599495361051,0.03447171963873184,305,42,0.517208719134481,0.641172458774273,240000,0.7805907010434161,auc,1,0.2392314463382599,467,1
gbdt,balanced,0.7455840617125756,0.020028911176011653,315,65,0.20636407001671997,0.9148023221595248,220000,0.9001516263830215,auc,1,0.23925024986709065,436,1
gbdt,,0.7917463948495,0.012009469325136468,320,113,0.1893226158167468,0.9657332666710292,80000,0.609599439052921,auc,1,0.23927895332461435,252,1
gbdt,balanced,0.9927584861101367,0.011596528179683605,300,73,0.13694678224624762,0.2619140149132669,40000,0.7505154762268512,auc,1,0.2392986009573501,220,1
gbdt,balanced,0.7184030634914744,0.18599225611171705,275,33,0.34106171950036035,0.6276929377905158,220000,0.9459677198168199,auc,1,0.23931671933508725,489,1
dart,,0.6177584719179228,0.012380929817893155,285,54,0.0015984280098815251,0.7395863838666512,100000,0.8618862432052743,auc,1,0.2393581754617005,169,3
goss,balanced,0.6612923158557316,0.018032292146547235,280,53,0.0012310408494838887,0.571154537193482,80000,1.0,auc,1,0.2393680885663756,207,2
goss,balanced,0.7223993472444427,0.024421150744978817,240,40,0.6004159414783165,0.9769366281266073,240000,1.0,auc,1,0.2394216794925981,441,2
dart,balanced,0.8464791720356762,0.10875645732896141,380,112,0.002436386070584051,0.09460288039448272,180000,0.7153773885862027,auc,1,0.2394445429061015,19,3
gbdt,,0.7583994139339484,0.03847315815816678,175,49,0.3989794351330451,0.5280856009298422,60000,0.738401941194884,auc,1,0.2395158737509868,360,1
gbdt,balanced,0.7692288170555959,0.0318215254646186,330,74,0.12219638123598014,0.8445694998759407,220000,0.5157530582598462,auc,1,0.2396339341992552,439,1
gbdt,balanced,0.7284464755512868,0.029679757872977008,400,58,0.20525924794563818,0.7514493090804683,100000,0.5718041683939139,auc,1,0.2396442722994534,342,1
dart,,0.6673076386901536,0.040118914534607024,475,70,0.8695100073452218,0.44076667329472063,160000,0.9985285847190133,auc,1,0.2396483391926274,9,3
goss,,0.6669347111148347,0.011207660658482513,430,30,0.3064531433455022,0.8206076261709989,160000,1.0,auc,1,0.2396508154363308,48,2
gbdt,balanced,0.6200944509111418,0.015392518187545615,145,45,0.1418164989616198,0.7727189254874338,260000,0.7172792055192726,auc,1,0.2396562108610241,464,1
goss,balanced,0.6945854117097253,0.014973766778588539,255,71,0.4358928017506217,0.7999051544289666,120000,1.0,auc,1,0.2396634699864013,243,2
gbdt,balanced,0.6317946754370798,0.029724434573869783,450,40,0.3030709261040937,0.8439748269592715,20000,0.7907454342270934,auc,1,0.2396898948399601,59,1
gbdt,,0.7684928266360722,0.029206395472541852,325,65,0.06806816669594379,0.7902998208003981,40000,0.9244523629014143,auc,1,0.239719686016896,170,1
dart,,0.6826115664358082,0.17232942613953312,485,117,0.010598426894564361,0.7063665010867298,120000,0.905149067692514,auc,1,0.23972214487951596,16,3
gbdt,,0.815394988554244,0.010555070534316046,340,104,0.02977239186859909,0.9969167100657939,60000,0.8936798768896926,auc,1,0.2397491570454895,133,1
gbdt,balanced,0.6892161069607834,0.06780315570753784,320,69,0.17216491578629192,0.6055563835452562,160000,0.7077530616746353,auc,1,0.23976111831460456,496,1
gbdt,,0.8212540873894313,0.021587448146018987,160,99,0.5183935589924614,0.521481547591794,40000,0.6973207669172912,auc,1,0.2397861106304836,37,1
gbdt,balanced,0.9146279392010155,0.016085302964105288,315,44,0.15960648878386427,0.561671882940073,200000,0.9716843646553649,auc,1,0.2397927224506745,478,1
gbdt,,0.6614306026716015,0.04351469535817044,340,49,0.06980131658485278,0.2017212139604635,20000,0.6231100246284997,auc,1,0.2398294186834985,241,1
goss,balanced,0.6823705091293717,0.01123646495890844,200,96,0.892857576911751,0.6053840184852097,60000,1.0,auc,1,0.23983532208437094,172,2
gbdt,,0.7491867376154401,0.022952934227453918,315,54,0.47235659595261,0.42890805455383,80000,0.7195893118482088,auc,1,0.239842714371274,293,1
gbdt,balanced,0.7536841069839543,0.01923704842034902,330,37,0.8299643397864099,0.9050166064309716,180000,0.6858470695049764,auc,1,0.23984340737188936,481,1
gbdt,balanced,0.8859603703573934,0.02413031017010911,195,83,0.368840641554781,0.9264773565399156,80000,0.6696829228570444,auc,1,0.2398874880420949,246,1
goss,,0.7066820677269767,0.01611739945233358,275,76,0.9763148669158764,0.7700731910075231,40000,1.0,auc,1,0.2398906889648399,251,2
goss,balanced,0.6566343270572235,0.024508821916614184,290,40,0.5394807274983118,0.7718631151934686,20000,1.0,auc,1,0.2398974824453861,381,2
gbdt,balanced,0.6735315360377074,0.09271721349368396,230,44,0.653797304704034,0.8080450386919504,140000,0.7177933176812251,auc,1,0.23994525547445256,364,1
gbdt,balanced,0.7408276393992985,0.03591862410251504,140,54,0.9704100587494809,0.5647412734835708,200000,0.8232076715891892,auc,1,0.23996021806419354,388,1
gbdt,,0.6206211949887683,0.04089904257744088,135,32,0.8393103446511563,0.8380785056592269,60000,0.5580575193408872,auc,1,0.23999190966636064,249,1
goss,balanced,0.6479021099978077,0.02799742652309359,295,61,0.02004107609355954,0.4415321282316355,20000,1.0,auc,1,0.24004945282667445,340,2
dart,,0.8011873203300507,0.01741354038360369,255,42,0.2318851973854382,0.7512311302047834,40000,0.8448589779488644,auc,1,0.2400740319213128,370,3
dart,,0.7804676649324211,0.014171833317918003,235,36,0.4111744437602912,0.8161200680940447,300000,0.8657435326250766,auc,1,0.24009178669799905,204,3
gbdt,balanced,0.8578854032638763,0.021196198973198445,380,111,0.003504140897575836,0.8250039608817262,20000,0.8346619391620878,auc,1,0.2401054852344332,367,1
gbdt,balanced,0.6004405568778187,0.015378654233745325,485,41,0.3726182515348621,0.7056472218183987,120000,0.9030124033965827,auc,1,0.2401114598416797,114,1
dart,,0.6825041253375379,0.02963770043248539,325,107,0.16263597284525105,0.4967205738670222,120000,0.6319648180966154,auc,1,0.24011821659767865,45,3
dart,balanced,0.6077910448089742,0.08783831758750019,230,44,0.16571225625681618,0.43702345115978314,120000,0.9699110051642057,auc,1,0.24023272625881376,6,3
gbdt,balanced,0.6615834482490833,0.037196459403166335,320,60,0.7736845880150808,0.4975741237693268,20000,0.8288356247121924,auc,1,0.2402582223457712,312,1
dart,balanced,0.6509724439572836,0.01766124885334595,305,109,0.10075463400462376,0.44319506520162766,260000,0.5155226373543608,auc,1,0.24026385045270995,491,3
gbdt,,0.7005536050146036,0.023146251766341767,335,32,0.2514660324977973,0.767867740716329,60000,0.8848351003108225,auc,1,0.2402640682769325,270,1
dart,,0.7072751946094992,0.015863080294406896,410,47,0.737776572883522,0.6664047152552928,40000,0.5472944925395198,auc,1,0.24030704104324185,401,3
goss,balanced,0.735052597111114,0.02336506317596204,155,59,0.25275471036740843,0.4158700753048915,200000,1.0,auc,1,0.24039580960021145,432,2
gbdt,,0.7410296239040193,0.016875742895051504,165,33,0.11662648383035862,0.8281362713915131,20000,0.9289517683832642,auc,1,0.2404029364050829,287,1
gbdt,balanced,0.6946929317795408,0.022114856492803512,415,99,0.6542532487987378,0.12369386477778699,20000,0.6274160533526636,auc,1,0.2404141791626377,221,1
dart,,0.6890762069327482,0.07005604946871122,380,80,0.1687376044641555,0.6431880369457955,20000,0.9202264236240717,auc,1,0.24042743111736475,184,3
goss,,0.7326290759962371,0.01769464974351378,210,52,0.27190003415743325,0.575601061782278,60000,1.0,auc,1,0.2404318041418786,358,2
gbdt,,0.6065178314294609,0.012504417859204494,455,47,0.23691178420596365,0.7209893729820798,60000,0.9508434314100541,auc,1,0.2404652478693875,308,1
gbdt,balanced,0.7038311080908106,0.020517222009051393,335,80,0.5876548734018487,0.9994615652696826,20000,0.6188712403982484,auc,1,0.24047618870070356,385,1
gbdt,,0.8807911876385006,0.13751327938099778,305,82,0.3618758362346713,0.9331335788738726,40000,0.6015611297935164,auc,1,0.2404816886922372,141,1
gbdt,balanced,0.6207753157837346,0.01864745040816523,495,119,0.5978620189224699,0.6509631822347235,20000,0.849010219258457,auc,1,0.2405014490216748,322,1
dart,,0.7021161022544885,0.09009405755957113,230,54,0.04534985954494247,0.9177758628531113,40000,0.8199064495105828,auc,1,0.2405292980027116,60,3
gbdt,balanced,0.6704476010591478,0.037525770572029056,340,62,0.364586995300035,0.8588079901269013,220000,0.8110104711052497,auc,1,0.2405453334538422,461,1
gbdt,,0.7844528261244754,0.021810631341602087,160,43,0.2552598319977325,0.7108802500847691,40000,0.9995733269570579,auc,1,0.2405756345693377,165,1
gbdt,,0.6139081119878557,0.014661677856161836,440,87,0.21200052367281697,0.7840531046658215,40000,0.5052532580463532,auc,1,0.24059535761354825,256,1
gbdt,balanced,0.7087457597379045,0.030329538089756813,175,50,0.026666707923700433,0.7901974091257229,180000,0.9787411083525264,auc,1,0.2406275908327007,498,1
goss,balanced,0.6608750920075585,0.028867658839564832,270,72,0.7251373918007078,0.6740736764783919,40000,1.0,auc,1,0.24066110856998435,324,2
gbdt,balanced,0.6122934026529966,0.030501238185952316,350,44,0.5627791301338494,0.35336562695003265,60000,0.8149257495333845,auc,1,0.24066772039017506,311,1
goss,balanced,0.8428481284548557,0.015362437340326631,290,124,0.9547240277161778,0.8306830463417858,60000,1.0,auc,1,0.24067636075100185,222,2
goss,,0.6398809852867132,0.01594839543079527,180,61,0.001237130255017066,0.48932129379450406,60000,1.0,auc,1,0.24070293390444966,284,2
gbdt,,0.7999573157403578,0.03684032900689226,135,80,0.5439558579436046,0.8105039204881694,80000,0.7894274975549116,auc,1,0.24078206184727716,110,1
goss,balanced,0.7489687608029858,0.010033801530378264,205,95,0.08143792882509002,0.4539985542286827,180000,1.0,auc,1,0.24085408176801715,257,2
gbdt,,0.7046828797449133,0.08493850564943707,445,48,0.1364253862353056,0.7729600895874813,20000,0.9484856880074981,auc,1,0.240858536651827,109,1
goss,,0.7459687815306324,0.012055950274597637,220,45,0.2105727908122531,0.9173459323933864,60000,1.0,auc,1,0.24088577645392484,127,2
gbdt,balanced,0.6291406451806932,0.011954836655879307,125,78,0.20721557326635298,0.6757110093472316,60000,0.704441602469553,auc,1,0.24104036465064416,232,1
goss,,0.7204323424965424,0.02258059632128827,435,57,0.4303037394438489,0.6992042557653778,120000,1.0,auc,1,0.24106269766076416,186,2
gbdt,,0.8709923034821603,0.01673583518117622,180,57,0.26019580534485853,0.47814466263803723,120000,0.7765910903326058,auc,1,0.24107915530401705,81,1
gbdt,,0.6821687480149033,0.0486154721285168,375,130,0.4105147173113299,0.614201959111687,40000,0.9688122627182348,auc,1,0.24110046226953666,111,1
goss,balanced,0.6786191461077926,0.015889818072529642,240,128,0.9242292464835167,0.8590592435465879,80000,1.0,auc,1,0.24111880267659716,236,2
gbdt,balanced,0.7232917390333177,0.14336155956155833,350,84,0.17066102079886863,0.703759620223324,20000,0.7278421618588214,auc,1,0.24112310729813746,54,1
gbdt,balanced,0.7097265062781604,0.022773890744110865,140,54,0.38809092321846783,0.6305545880873702,120000,0.8108542297391826,auc,1,0.2411517768345146,326,1
goss,balanced,0.7308125412640738,0.012920880649106608,190,80,0.0749163756862812,0.9594828617245904,40000,1.0,auc,1,0.24117206224087465,292,2
gbdt,,0.7835905273071272,0.019743903176509134,140,48,0.10233023328619029,0.6858886842829913,280000,0.9539859420770809,auc,1,0.2411792532436185,76,1
dart,,0.622888515988773,0.01671486195425476,330,114,0.08718746951663447,0.9350888197599216,20000,0.9986388099723598,auc,1,0.2411888745142969,211,3
goss,balanced,0.6954178625532365,0.013368979631979059,395,52,0.3180210539756264,0.7195615254689819,100000,1.0,auc,1,0.24128043413685166,85,2
gbdt,balanced,0.6312907069349418,0.01823528442366589,130,78,0.23933636985105894,0.6762525572409637,160000,0.7277844072839833,auc,1,0.24128655816534705,457,1
goss,balanced,0.6937015955324347,0.010449708850644245,305,143,0.2704592398012491,0.3921616829905504,60000,1.0,auc,1,0.24130686403653126,201,2
goss,balanced,0.6931890192286967,0.02042945775827627,180,39,0.6204023399529792,0.6079337618651567,180000,1.0,auc,1,0.2413382175485923,468,2
goss,balanced,0.6811775877576841,0.016901115686716775,225,35,0.8092256035083407,0.7981874265227682,60000,1.0,auc,1,0.2413404740056927,299,2
dart,,0.8206327928642101,0.016749683817305024,370,61,0.47252745713899685,0.773295445607013,80000,0.5213230637479787,auc,1,0.241344153749251,42,3
gbdt,balanced,0.7868978779707146,0.014177336145377237,120,37,0.9083056224184118,0.7492117539734411,80000,0.9215331119139554,auc,1,0.2414061823504405,119,1
gbdt,,0.6997189966702505,0.026460704144503903,330,44,0.6196138797146379,0.9471285966539749,20000,0.8838789091057048,auc,1,0.24142396263807164,151,1
dart,,0.8336202608906309,0.02391244059802125,185,35,0.0012396728648083333,0.4952032983077526,80000,0.6024317693309934,auc,1,0.2414523983708431,55,3
gbdt,,0.8921769257168615,0.01268745116711787,385,141,0.02158093136483752,0.27498262411141783,100000,0.8165905064697755,auc,1,0.24153024207588006,95,1
goss,,0.7496158635015109,0.010069221227826752,235,92,0.1461729859737303,0.7863797091928176,20000,1.0,auc,1,0.2415382410186615,145,2
gbdt,,0.9341272550692183,0.012724126612598589,415,135,0.2859814182674148,0.64599896481546,60000,0.7751497282167539,auc,1,0.2415627716144705,120,1
dart,,0.8536451895837122,0.019312347539552403,175,112,0.7926928706035059,0.37338116932867904,200000,0.8951244781172872,auc,1,0.2416328661597148,7,3
gbdt,,0.616195236537187,0.011325427576585355,425,63,0.5173327492851766,0.6759798105414656,40000,0.8451105250452996,auc,1,0.2416408393112113,356,1
goss,balanced,0.7234118535528714,0.010635612438462144,315,73,0.19688633704653904,0.6879776241659509,60000,1.0,auc,1,0.2417729122767751,166,2
goss,,0.8260623434407808,0.02553463683552001,205,43,0.4932058608349047,0.518322555163824,60000,1.0,auc,1,0.2417804380055443,389,2
gbdt,balanced,0.6424273043946565,0.06451760059643673,165,53,0.1258503572007224,0.29758773959364226,40000,0.596901137798509,auc,1,0.2417936551981045,344,1
goss,balanced,0.6766049620601237,0.04676625116864182,265,51,0.23488612554222688,0.7854031330259065,180000,1.0,auc,1,0.2418488973272491,477,2
dart,balanced,0.9124225863241522,0.019199675385015214,225,102,0.1916434813532829,0.6896940625642513,200000,0.7560708555481161,auc,1,0.24186603227207426,14,3
gbdt,,0.7250538139812672,0.017309560649219135,390,111,0.640001204643809,0.45404168874684137,20000,0.7071688049603788,auc,1,0.24189396479444736,131,1
gbdt,balanced,0.7326787636533016,0.017532163285674928,420,34,0.78739503162987,0.5520827853417427,220000,0.5140566400846498,auc,1,0.2419954145337927,10,1
gbdt,,0.7406370204884151,0.0821246355050261,350,33,0.13508623795340335,0.8197215390156989,20000,0.6727944370785781,auc,1,0.24201643695415695,181,1
gbdt,balanced,0.8141386754272276,0.1874777696629467,215,69,0.11163458562522222,0.6501848208823782,200000,0.5317026458123193,auc,1,0.24228317294705026,238,1
goss,balanced,0.6001978558826147,0.01454371375064637,265,68,0.6493466185568902,0.8959598762514546,180000,1.0,auc,1,0.2422975552328779,459,2
gbdt,,0.6202469967304212,0.010082172907322936,125,68,0.8305799488911165,0.9580325741981643,80000,0.5611871189082132,auc,1,0.2423620379309066,83,1
goss,balanced,0.7422968998593449,0.07866054762015,415,118,0.47827923423293384,0.0627262749115356,140000,1.0,auc,1,0.24240738461679925,4,2
goss,balanced,0.6602852065030879,0.019665414241681986,220,43,0.7642160631410744,0.3541701581102089,200000,1.0,auc,1,0.2425234894128457,495,2
goss,,0.6066119740964769,0.01654021638297947,215,35,0.3297283874373828,0.6854863485184003,100000,1.0,auc,1,0.24252685797894336,373,2
dart,,0.8481835280122115,0.015283432337462554,170,39,0.5732254701493018,0.7512387673741299,80000,0.9935444108971985,auc,1,0.24266392380088184,136,3
gbdt,balanced,0.7625908792983028,0.020828933217446773,165,49,0.5850908166674182,0.8773771150191428,180000,0.7496770685339934,auc,1,0.2427289677397,483,1
goss,balanced,0.614910559856819,0.045805524556481216,365,42,0.3290561781489656,0.664993307311689,260000,1.0,auc,1,0.2428659228273169,332,2
goss,,0.7206252029242409,0.021354773861959175,355,147,0.15693640507665757,0.7264592503324997,180000,1.0,auc,1,0.24294938650943104,115,2
gbdt,,0.7401884102034437,0.1003950347312349,315,63,0.49437152140702934,0.9379645846705089,20000,0.9178505799517687,auc,1,0.2429798305983544,78,1
dart,balanced,0.7010173109312777,0.021725039377817997,115,105,0.6333682335455215,0.9997602252271954,80000,0.6366216249221314,auc,1,0.24328193849765326,321,3
gbdt,,0.6632619211199187,0.08340240608523143,180,92,0.26999529712897663,0.8288213034918059,20000,0.7577850955071008,auc,1,0.24331588291249995,398,1
gbdt,balanced,0.7204444263582005,0.01852585986758643,105,40,0.37559530568223004,0.8563453866874465,160000,0.910178338962942,auc,1,0.243328351036434,41,1
goss,,0.6447572905773323,0.020448068471938474,305,77,0.6168379925164269,0.7947646667752403,200000,1.0,auc,1,0.24342766150082185,102,2
goss,balanced,0.7443285012526129,0.018302118901148624,125,74,0.36343750909455946,0.8383520674723135,40000,1.0,auc,1,0.24348359775194184,349,2
goss,balanced,0.7345628933425051,0.056123344233592505,245,52,0.8198140904386264,0.4840198149562541,140000,1.0,auc,1,0.2435177798951551,134,2
goss,balanced,0.7328073548776317,0.030230355724704793,310,42,0.21053207877130203,0.7539697938173856,120000,1.0,auc,1,0.2436144445101064,36,2
dart,,0.880683867295047,0.19551187838964745,435,45,0.2878847550683644,0.01708657132205149,240000,0.5170383307975128,auc,1,0.2436718138595861,12,3
goss,balanced,0.8604059584835744,0.018675872988718433,170,126,0.5985119228590867,0.5845451820124326,300000,1.0,auc,1,0.2436778577108261,1,2
gbdt,,0.9997136390522835,0.011222509815563133,425,87,0.2013689843809285,0.8314983378714029,20000,0.9829692282346877,auc,1,0.24380916506770045,104,1
goss,,0.6398375263532216,0.01671798574420102,165,43,0.20342702097396198,0.41681128006221935,140000,1.0,auc,1,0.2439691290653092,193,2
goss,balanced,0.9991021893468318,0.014942236297377627,215,53,0.5408742540129202,0.4926978005152801,280000,1.0,auc,1,0.2439978964403653,486,2
goss,balanced,0.6718682992964142,0.02727364300105228,335,37,0.35843508240093225,0.8662590977077103,40000,1.0,auc,1,0.2442194029295086,80,2
dart,balanced,0.6543038074954401,0.02530356031110036,110,84,0.714608638252986,0.7980088066935788,100000,0.5302891787886835,auc,1,0.2443384756857145,219,3
dart,balanced,0.9724757483030676,0.01711779943765973,150,91,0.5120484008454855,0.8822153761905345,180000,0.6479723596325849,auc,1,0.24434752478234126,226,3
goss,,0.8616517981915248,0.05906953093728015,360,33,0.45047007253565907,0.4022312338478245,80000,1.0,auc,1,0.24436130125331054,91,2
goss,,0.8906963579804155,0.09300560371484937,175,66,0.3479679339377224,0.7792709409751215,100000,1.0,auc,1,0.2444312090920784,8,2
goss,,0.6138243694214789,0.061205592179519104,175,126,0.05810019985660628,0.6601434647225002,40000,1.0,auc,1,0.2444588136165875,43,2
goss,balanced,0.6770647535240397,0.03940353995864078,335,56,0.8988971867566564,0.5404160169369328,40000,1.0,auc,1,0.2445669461021576,316,2
goss,balanced,0.6483732253553177,0.027549613625958102,325,37,0.4095217498037267,0.48342692619713756,260000,1.0,auc,1,0.2446627483911005,450,2
goss,,0.6911517840688676,0.12896962150591218,455,30,0.6379526899128463,0.6315810821884923,140000,1.0,auc,1,0.2447213018969714,38,2
goss,balanced,0.9825853606771302,0.01721392588511831,350,61,0.17690296471123462,0.3802326656731558,120000,1.0,auc,1,0.24472511592341614,397,2
gbdt,,0.7112777256872254,0.01165807033345105,95,38,0.9977558549817351,0.6871292424945055,120000,0.7814047204987521,auc,1,0.24474113960026425,202,1
goss,balanced,0.9650193936201092,0.07630146609568701,320,30,0.161259434613939,0.5601372325817986,60000,1.0,auc,1,0.244750717137894,139,2
gbdt,,0.6417857189978566,0.013623507678645933,100,70,0.7588309715571319,0.8512400472639865,240000,0.6567011752561593,auc,1,0.2448720278487567,135,1
goss,,0.712669573671631,0.030645721995257943,325,59,0.9964000813824588,0.736232465771454,120000,1.0,auc,1,0.24489735461032114,96,2
goss,balanced,0.9019256425655092,0.012505597587312059,345,90,0.6197820327469752,0.8915194310600252,60000,1.0,auc,1,0.2449660838994988,215,2
goss,,0.7008506553062899,0.034629086005523065,340,39,0.7615955484584562,0.7308459619738434,20000,1.0,auc,1,0.2449853833498865,365,2
goss,,0.8298577805927051,0.013672860465556495,305,51,0.2837500021395699,0.5168479974158365,60000,1.0,auc,1,0.2450586020047005,179,2
gbdt,,0.7614849930436061,0.11603079973072292,165,35,0.25306288446068814,0.9334022695131998,260000,0.9098507021262128,auc,1,0.24514154930043386,106,1
goss,balanced,0.8281037266643072,0.05565441586040854,125,102,0.8878029074840853,0.9836336562472392,220000,1.0,auc,1,0.24525547389187466,3,2
gbdt,,0.6972570373933349,0.1667851333253256,225,87,0.4563116459951017,0.7204962429797452,80000,0.9540386976940641,auc,1,0.2456275849455596,174,1
dart,,0.7500353499942074,0.015730023951509735,100,42,0.39687763612323507,0.6039630543307261,40000,0.833450535904579,auc,1,0.24570616622528066,88,3
goss,,0.6392984921866263,0.03580737761693746,120,49,0.2644264410270628,0.884009461401081,60000,1.0,auc,1,0.2457256375241219,53,2
gbdt,,0.8653956566825988,0.032217503268617186,135,51,0.4955954972865794,0.5475416299787663,80000,0.9885456274675694,auc,1,0.24572606308032496,200,1
gbdt,,0.6005557111711235,0.15651447028180876,355,55,0.3333021883240293,0.7227827860606415,220000,0.7674265251567518,auc,1,0.2457377748467915,242,1
gbdt,,0.6272015911792191,0.01725708622737705,115,50,0.5106363867992669,0.5048568949162309,40000,0.9830296104832518,auc,1,0.24583109640659,162,1
goss,,0.6272509856650236,0.060095613035435216,305,70,0.6033680982973091,0.8757304488697271,20000,1.0,auc,1,0.2459309128847764,307,2
dart,,0.8514889778995364,0.010006820330346788,330,48,0.5002984394983154,0.9907015002617051,280000,0.8235220839216463,auc,1,0.2461679639496145,296,3
gbdt,,0.6302512942906794,0.17283984148670656,175,120,0.1516155957130738,0.46458484380011256,60000,0.8866906901714223,auc,1,0.2463132958784069,97,1
gbdt,,0.6800861589656213,0.02000837278398808,105,76,0.18318304870544286,0.8874107291830015,120000,0.7884426193728081,auc,1,0.24647669376134615,375,1
gbdt,,0.6175542914794616,0.010698734317926218,85,51,0.5196318209197087,0.6341101426608804,80000,0.6821351277847891,auc,1,0.24780766536054374,100,1
goss,,0.853102917239426,0.011767912024933956,110,114,0.3369787449812449,0.5773835691302064,40000,1.0,auc,1,0.2485404523970813,17,2
gbdt,,0.7241147915864754,0.013155053860758584,90,133,0.13316394952063204,0.8914884525271233,20000,0.754166461502099,auc,1,0.25028949455921623,255,1
goss,,0.6048404419661536,0.06644368221542607,85,66,0.776616518870496,0.5854944753883532,300000,1.0,auc,1,0.2509568555534412,20,2
gbdt,,0.6662684610368392,0.012262173836899962,75,54,0.35449766626616436,0.9996667186137965,280000,0.9264112613356219,auc,1,0.2517794946612601,192,1
gbdt,,0.7664811482884284,0.010867121439266911,85,65,0.3827911277440752,0.4205157448239575,120000,0.617676235544639,auc,1,0.2524935572248622,56,1
gbdt,balanced,0.751060560248028,0.01102760012739521,45,33,0.39589756525123226,0.6659355622869026,60000,0.8319637545123477,auc,1,0.2540301254544172,195,1
gbdt,balanced,0.7876257177104767,0.012375371076506289,80,139,0.2618488774986444,0.7882753680460887,20000,0.8713290250204324,auc,1,0.2542015696576072,371,1
dart,balanced,0.6245389983028263,0.02070428732831174,60,127,0.3778550128011712,0.3757743197340221,220000,0.794451308810193,auc,1,0.25518643398591645,47,3
gbdt,balanced,0.7139376185391365,0.01698933246154562,55,36,0.3803951649854376,0.2816725582864668,160000,0.9144212455715246,auc,1,0.2557154202504872,469,1
goss,balanced,0.7298133580785013,0.010029581063028686,60,120,0.30592559223852767,0.8385658292017364,240000,1.0,auc,1,0.2584642481206845,229,2
dart,,0.890014582561619,0.055447027994085955,65,61,0.9748302452710026,0.23383881520136884,40000,0.895813092308513,auc,1,0.2587856080929014,13,3
dart,,0.8377503070772655,0.01904181140306806,70,65,0.08318176347590509,0.9953239377908835,220000,0.7559602230714401,auc,1,0.2614994349465857,112,3
gbdt,,0.633010682703327,0.01515039860692176,25,41,0.342723682003499,0.3359589025122417,180000,0.6919650836124165,auc,1,0.26333232569773,350,1
gbdt,balanced,0.8970523178797932,0.035742378218536576,45,138,0.5005020213127344,0.45121616279208887,260000,0.6614743075688195,auc,1,0.27426171213090844,2,1
gbdt,,0.9085969792249466,0.014398208294570149,45,71,0.2751484164195546,0.34254748787748035,60000,0.7564055092487909,auc,1,0.2762573428068835,101,1
goss,balanced,0.9429948465964426,0.04608530341176153,25,74,0.5231610444613557,0.6031820469035329,140000,1.0,auc,1,0.2843564196919377,64,2
goss,,0.9859897676590974,0.010113238086373117,30,93,0.4421841053517872,0.6157305797646307,140000,1.0,auc,1,0.2848006406555201,33,2
